127.0.0.1 - - [25/Jul/2024:14:22:02 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:25:48 +0530] "GET /eDhanvantari/GetDaysOtherThanClinicWorkingDays HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:25:48 +0530] "POST /eDhanvantari/ApptCalendarJSONServlet HTTP/1.1" 200 2
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:26:16 +0530] "POST /eDhanvantari/ApptCalendarJSONServlet HTTP/1.1" 200 2
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:26:46 +0530] "POST /eDhanvantari/ApptCalendarJSONServlet HTTP/1.1" 200 2
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:27:16 +0530] "POST /eDhanvantari/ApptCalendarJSONServlet HTTP/1.1" 200 2
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:27:55 +0530] "POST /eDhanvantari/ApptCalendarJSONServlet HTTP/1.1" 200 2
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:28:31 +0530] "POST /eDhanvantari/ApptCalendarJSONServlet HTTP/1.1" 200 2
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:28:46 +0530] "POST /eDhanvantari/ApptCalendarJSONServlet HTTP/1.1" 200 2
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:28:58 +0530] "GET /eDhanvantari/EditVisitTypeList HTTP/1.1" 200 41113
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:28:58 +0530] "GET /eDhanvantari/images/Clinic_Logo_27.jpg HTTP/1.1" 200 8079
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:28:58 +0530] "GET /eDhanvantari/vendors/pdfmake/build/pdfmake.min.js HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:28:58 +0530] "GET /eDhanvantari/vendors/jszip/dist/jszip.min.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:28:58 +0530] "GET /eDhanvantari/vendors/pdfmake/build/vfs_fonts.js HTTP/1.1" 404 814
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:28:58 +0530] "GET /eDhanvantari/vendors/nprogress/nprogress.js HTTP/1.1" 200 12041
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:28:58 +0530] "GET /eDhanvantari/vendors/fastclick/lib/fastclick.js HTTP/1.1" 200 26806
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:28:58 +0530] "GET /eDhanvantari/vendors/validator/validator.js HTTP/1.1" 200 15006
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:29:03 +0530] "GET /eDhanvantari/ViewAllVisitTypeList HTTP/1.1" 200 45904
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:29:03 +0530] "GET /eDhanvantari/images/clinic_1.png HTTP/1.1" 200 4419
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:29:03 +0530] "GET /eDhanvantari/images/Clinic_Logo_27.jpg HTTP/1.1" 200 8079
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:29:03 +0530] "GET /eDhanvantari/vendors/jszip/dist/jszip.min.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:29:03 +0530] "GET /eDhanvantari/vendors/pdfmake/build/pdfmake.min.js HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:29:03 +0530] "GET /eDhanvantari/vendors/pdfmake/build/vfs_fonts.js HTTP/1.1" 404 814
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:30:02 +0530] "GET /eDhanvantari/images/Clinic_Logo_27.jpg HTTP/1.1" 200 8079
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:30:02 +0530] "GET /eDhanvantari/RenderAddVisitType HTTP/1.1" 200 55178
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:31:05 +0530] "GET /eDhanvantari/RetrieveTabName?workflowOPDForm=General%20Physician%20OPD HTTP/1.1" 200 167
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:31:07 +0530] "GET /eDhanvantari/images/Clinic_Logo_27.jpg HTTP/1.1" 200 8079
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:31:07 +0530] "POST /eDhanvantari/AddVisitType HTTP/1.1" 200 55320
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:38:08 +0530] "GET /eDhanvantari/images/Clinic_Logo_27.jpg HTTP/1.1" 200 8079
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:38:08 +0530] "GET /eDhanvantari/RenderAddVisitType HTTP/1.1" 200 55178
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:38:14 +0530] "GET /eDhanvantari/EditVisitTypeList HTTP/1.1" 200 41113
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:38:14 +0530] "GET /eDhanvantari/images/Clinic_Logo_27.jpg HTTP/1.1" 200 8079
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:38:14 +0530] "GET /eDhanvantari/vendors/jszip/dist/jszip.min.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:38:14 +0530] "GET /eDhanvantari/vendors/pdfmake/build/pdfmake.min.js HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:38:14 +0530] "GET /eDhanvantari/vendors/pdfmake/build/vfs_fonts.js HTTP/1.1" 404 814
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:38:17 +0530] "GET /eDhanvantari/ViewAllVisitTypeList HTTP/1.1" 200 46943
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:38:17 +0530] "GET /eDhanvantari/images/Clinic_Logo_27.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:38:17 +0530] "GET /eDhanvantari/vendors/jszip/dist/jszip.min.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:38:17 +0530] "GET /eDhanvantari/vendors/pdfmake/build/vfs_fonts.js HTTP/1.1" 404 814
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:38:17 +0530] "GET /eDhanvantari/vendors/pdfmake/build/pdfmake.min.js HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:38:24 +0530] "GET /eDhanvantari/images/clinic_2.png HTTP/1.1" 200 4392
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:38:25 +0530] "GET /eDhanvantari/images/delete_icon_2.png HTTP/1.1" 200 1635
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:38:32 +0530] "GET /eDhanvantari/images/Clinic_Logo_27.jpg HTTP/1.1" 200 8079
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:38:32 +0530] "GET /eDhanvantari/RenderEditVisitType.action?visitTypeID=86 HTTP/1.1" 200 56583
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:38:32 +0530] "GET /eDhanvantari/RetrieveTabName?workflowOPDForm=General%20Physician%20OPD HTTP/1.1" 200 167
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:38:55 +0530] "GET /eDhanvantari/images/Clinic_Logo_27.jpg HTTP/1.1" 200 8079
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:38:56 +0530] "POST /eDhanvantari/EditVisitType HTTP/1.1" 200 56677
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:38:56 +0530] "GET /eDhanvantari/RetrieveTabName?workflowOPDForm=General%20Physician%20OPD HTTP/1.1" 200 167
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:39:06 +0530] "GET /eDhanvantari/images/Clinic_Logo_27.jpg HTTP/1.1" 200 8079
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:39:06 +0530] "GET /eDhanvantari/RenderEditVisitType.action?visitTypeID=86 HTTP/1.1" 200 56571
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:39:06 +0530] "GET /eDhanvantari/RetrieveTabName?workflowOPDForm=General%20Physician%20OPD HTTP/1.1" 200 167
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:39:23 +0530] "GET /eDhanvantari/EditVisitTypeList HTTP/1.1" 200 41113
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:39:23 +0530] "GET /eDhanvantari/images/Clinic_Logo_27.jpg HTTP/1.1" 200 8079
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:39:23 +0530] "GET /eDhanvantari/vendors/jszip/dist/jszip.min.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:39:23 +0530] "GET /eDhanvantari/vendors/pdfmake/build/pdfmake.min.js HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:39:23 +0530] "GET /eDhanvantari/vendors/pdfmake/build/vfs_fonts.js HTTP/1.1" 404 814
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:39:29 +0530] "GET /eDhanvantari/ViewAllVisitTypeList HTTP/1.1" 200 46931
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:39:29 +0530] "GET /eDhanvantari/images/Clinic_Logo_27.jpg HTTP/1.1" 200 8079
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:39:29 +0530] "GET /eDhanvantari/vendors/jszip/dist/jszip.min.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:39:29 +0530] "GET /eDhanvantari/vendors/pdfmake/build/pdfmake.min.js HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:39:29 +0530] "GET /eDhanvantari/vendors/pdfmake/build/vfs_fonts.js HTTP/1.1" 404 814
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:40:09 +0530] "GET /eDhanvantari/RenderAddVisitType HTTP/1.1" 500 29543
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:40:14 +0530] "GET /eDhanvantari/RenderAddVisitType HTTP/1.1" 500 29543
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:40:22 +0530] "GET /eDhanvantari/RenderAddVisitType HTTP/1.1" 500 29543
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:41:11 +0530] "GET /eDhanvantari/ViewAllVisitTypeList HTTP/1.1" 200 46931
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:41:11 +0530] "GET /eDhanvantari/images/Clinic_Logo_27.jpg HTTP/1.1" 200 8079
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:41:11 +0530] "GET /eDhanvantari/vendors/pdfmake/build/pdfmake.min.js HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:41:11 +0530] "GET /eDhanvantari/vendors/jszip/dist/jszip.min.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:41:11 +0530] "GET /eDhanvantari/vendors/pdfmake/build/vfs_fonts.js HTTP/1.1" 404 814
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:41:49 +0530] "GET /eDhanvantari/RenderConfigureFrequency HTTP/1.1" 200 48077
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:41:49 +0530] "GET /eDhanvantari/images/Clinic_Logo_27.jpg HTTP/1.1" 200 8079
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:41:49 +0530] "GET /eDhanvantari/vendors/jszip/dist/jszip.min.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:41:49 +0530] "GET /eDhanvantari/vendors/pdfmake/build/pdfmake.min.js HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:41:49 +0530] "GET /eDhanvantari/vendors/pdfmake/build/vfs_fonts.js HTTP/1.1" 404 814
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:41:54 +0530] "GET /eDhanvantari/RenderConfigureInstruction HTTP/1.1" 200 44193
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:41:54 +0530] "GET /eDhanvantari/images/Clinic_Logo_27.jpg HTTP/1.1" 200 8079
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:41:54 +0530] "GET /eDhanvantari/vendors/jszip/dist/jszip.min.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:41:54 +0530] "GET /eDhanvantari/vendors/pdfmake/build/pdfmake.min.js HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:41:54 +0530] "GET /eDhanvantari/vendors/pdfmake/build/vfs_fonts.js HTTP/1.1" 404 814
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:42:12 +0530] "GET /eDhanvantari/Welcome HTTP/1.1" 200 213181
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:42:12 +0530] "GET /eDhanvantari/images/Clinic_Logo_27.jpg HTTP/1.1" 200 8079
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:42:12 +0530] "GET /eDhanvantari/build/css/images/ui-bg_flat_75_ffffff_40x100.png HTTP/1.1" 404 828
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:42:12 +0530] "GET /eDhanvantari/GetClinicStartEndTime HTTP/1.1" 200 42
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:42:12 +0530] "GET /eDhanvantari/GetClinicBreak1Time HTTP/1.1" 200 42
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:42:12 +0530] "GET /eDhanvantari/GetClinicBreak2Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:42:12 +0530] "GET /eDhanvantari/GetDaysOtherThanClinicWorkingDays HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:42:12 +0530] "POST /eDhanvantari/ApptCalendarJSONServlet HTTP/1.1" 200 2
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:42:19 +0530] "POST /eDhanvantari/ViewAppointment HTTP/1.1" 200 213181
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:42:19 +0530] "GET /eDhanvantari/images/Clinic_Logo_27.jpg HTTP/1.1" 200 8079
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:42:19 +0530] "GET /eDhanvantari/GetClinicStartEndTime HTTP/1.1" 200 42
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:42:19 +0530] "GET /eDhanvantari/GetClinicBreak1Time HTTP/1.1" 200 42
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:42:19 +0530] "GET /eDhanvantari/GetClinicBreak2Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:42:19 +0530] "GET /eDhanvantari/GetDaysOtherThanClinicWorkingDays HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:42:19 +0530] "POST /eDhanvantari/ApptCalendarJSONServlet HTTP/1.1" 200 2
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:42:36 +0530] "POST /eDhanvantari/VerifyPatientDetails?firstName=John&middleName=&mobileNo=951756382&lastName=Hopper&roomTypeID= HTTP/1.1" 200 25
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:42:38 +0530] "GET /eDhanvantari/RenderAddPatientAppointment?roomTypeID=&patientID=&firstName=John&middleName=&lastName=Hopper&mobile=9517563826&registrationNo= HTTP/1.1" 200 73825
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:42:38 +0530] "GET /eDhanvantari/images/Clinic_Logo_27.jpg HTTP/1.1" 200 8079
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:42:40 +0530] "POST /eDhanvantari/GetAppointmentSlots?apptDate=25-07-2024 HTTP/1.1" 200 73
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:44:44 +0530] "GET /eDhanvantari/VerifyUnlockPIN?lockPIN=gaurig@123 HTTP/1.1" 200 36
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:44:44 +0530] "GET /eDhanvantari/images/wrong.png HTTP/1.1" 200 2177
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:44:45 +0530] "GET /eDhanvantari/Welcome HTTP/1.1" 200 213181
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:44:45 +0530] "GET /eDhanvantari/images/Clinic_Logo_27.jpg HTTP/1.1" 200 8079
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:44:45 +0530] "GET /eDhanvantari/GetClinicStartEndTime HTTP/1.1" 200 42
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:44:45 +0530] "GET /eDhanvantari/GetClinicBreak1Time HTTP/1.1" 200 42
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:44:45 +0530] "GET /eDhanvantari/GetClinicBreak2Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:44:45 +0530] "GET /eDhanvantari/GetDaysOtherThanClinicWorkingDays HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:44:45 +0530] "POST /eDhanvantari/ApptCalendarJSONServlet HTTP/1.1" 200 2
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:44:49 +0530] "GET /eDhanvantari/images/Clinic_Logo_27.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:45:21 +0530] "POST /eDhanvantari/SearchPatient HTTP/1.1" 200 8662865
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:45:46 +0530] "GET /eDhanvantari/images/Clinic_Logo_27.jpg HTTP/1.1" 200 8079
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:46:14 +0530] "POST /eDhanvantari/SearchPatient HTTP/1.1" 200 8662865
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:46:28 +0530] "GET /eDhanvantari HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:46:28 +0530] "GET /eDhanvantari/ HTTP/1.1" 200 7473
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:47:16 +0530] "GET /eDhanvantari/ HTTP/1.1" 200 7473
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:47:19 +0530] "POST /eDhanvantari/Login HTTP/1.1" 200 213181
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:47:19 +0530] "GET /eDhanvantari/images/Clinic_Logo_27.jpg HTTP/1.1" 200 8079
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:47:19 +0530] "GET /eDhanvantari/build/css/images/ui-bg_flat_75_ffffff_40x100.png HTTP/1.1" 404 828
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:47:19 +0530] "GET /eDhanvantari/GetClinicStartEndTime HTTP/1.1" 200 42
