127.0.0.1 - - [11/Sep/2024:10:15:26 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [11/Sep/2024:10:54:04 +0530] "GET /eDhanvantari/GetDaysOtherThanClinicWorkingDays HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [11/Sep/2024:10:54:08 +0530] "POST /eDhanvantari/ChangeClinic HTTP/1.1" 200 220705
0:0:0:0:0:0:0:1 - - [11/Sep/2024:10:54:08 +0530] "GET /eDhanvantari/images/Clinic_Logo_32.jpeg HTTP/1.1" 200 60119
0:0:0:0:0:0:0:1 - - [11/Sep/2024:10:54:08 +0530] "GET /eDhanvantari/GetClinicStartEndTime HTTP/1.1" 200 42
0:0:0:0:0:0:0:1 - - [11/Sep/2024:10:54:08 +0530] "GET /eDhanvantari/GetClinicBreak1Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [11/Sep/2024:10:54:08 +0530] "GET /eDhanvantari/GetClinicBreak2Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [11/Sep/2024:10:54:08 +0530] "GET /eDhanvantari/GetDaysOtherThanClinicWorkingDays HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [11/Sep/2024:10:54:35 +0530] "GET /eDhanvantari/ViewPatient HTTP/1.1" 200 42838
0:0:0:0:0:0:0:1 - - [11/Sep/2024:10:54:35 +0530] "GET /eDhanvantari/images/Clinic_Logo_32.jpeg HTTP/1.1" 200 60119
0:0:0:0:0:0:0:1 - - [11/Sep/2024:10:54:35 +0530] "GET /eDhanvantari/vendors/jszip/dist/jszip.min.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [11/Sep/2024:10:54:35 +0530] "GET /eDhanvantari/vendors/pdfmake/build/vfs_fonts.js HTTP/1.1" 404 814
0:0:0:0:0:0:0:1 - - [11/Sep/2024:10:54:35 +0530] "GET /eDhanvantari/vendors/pdfmake/build/pdfmake.min.js HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [11/Sep/2024:10:54:42 +0530] "GET /eDhanvantari/images/Clinic_Logo_32.jpeg HTTP/1.1" 200 60119
0:0:0:0:0:0:0:1 - - [11/Sep/2024:10:54:43 +0530] "GET /eDhanvantari/RenderAddPatient HTTP/1.1" 200 86450
0:0:0:0:0:0:0:1 - - [11/Sep/2024:10:56:00 +0530] "GET /eDhanvantari/RenderSendSMS HTTP/1.1" 200 62548
0:0:0:0:0:0:0:1 - - [11/Sep/2024:10:56:01 +0530] "GET /eDhanvantari/images/Clinic_Logo_32.jpeg HTTP/1.1" 200 60119
0:0:0:0:0:0:0:1 - - [11/Sep/2024:10:56:01 +0530] "GET /eDhanvantari/ViewPatient HTTP/1.1" 200 42838
0:0:0:0:0:0:0:1 - - [11/Sep/2024:10:56:01 +0530] "GET /eDhanvantari/images/Clinic_Logo_32.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Sep/2024:10:56:01 +0530] "GET /eDhanvantari/vendors/jszip/dist/jszip.min.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [11/Sep/2024:10:56:01 +0530] "GET /eDhanvantari/vendors/pdfmake/build/pdfmake.min.js HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [11/Sep/2024:10:56:01 +0530] "GET /eDhanvantari/vendors/pdfmake/build/vfs_fonts.js HTTP/1.1" 404 814
0:0:0:0:0:0:0:1 - - [11/Sep/2024:10:56:07 +0530] "POST /eDhanvantari/SearchViewPatient HTTP/1.1" 200 50586
0:0:0:0:0:0:0:1 - - [11/Sep/2024:10:56:07 +0530] "GET /eDhanvantari/images/Clinic_Logo_32.jpeg HTTP/1.1" 200 60119
0:0:0:0:0:0:0:1 - - [11/Sep/2024:10:56:07 +0530] "GET /eDhanvantari/vendors/jszip/dist/jszip.min.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [11/Sep/2024:10:56:08 +0530] "GET /eDhanvantari/vendors/pdfmake/build/vfs_fonts.js HTTP/1.1" 404 814
0:0:0:0:0:0:0:1 - - [11/Sep/2024:10:56:08 +0530] "GET /eDhanvantari/vendors/pdfmake/build/pdfmake.min.js HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [11/Sep/2024:10:56:10 +0530] "GET /eDhanvantari/VerifyIPDVisitType?patientID=8277 HTTP/1.1" 200 36
0:0:0:0:0:0:0:1 - - [11/Sep/2024:10:56:10 +0530] "GET /eDhanvantari/RetrieveNonIPDVisitType HTTP/1.1" 200 60
0:0:0:0:0:0:0:1 - - [11/Sep/2024:10:56:32 +0530] "POST /eDhanvantari/ChangeVisitTypeID HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Sep/2024:10:56:33 +0530] "GET /eDhanvantari/images/Clinic_Logo_32.jpeg HTTP/1.1" 200 60119
0:0:0:0:0:0:0:1 - - [11/Sep/2024:10:56:33 +0530] "GET /eDhanvantari/RenderAddNewVisit.action?patientID=8277&aptID=0 HTTP/1.1" 200 166713
0:0:0:0:0:0:0:1 - - [11/Sep/2024:10:56:33 +0530] "GET /eDhanvantari/vendors/jszip/dist/jszip.min.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [11/Sep/2024:10:56:33 +0530] "GET /eDhanvantari/vendors/pdfmake/build/pdfmake.min.js HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [11/Sep/2024:10:56:33 +0530] "GET /eDhanvantari/vendors/pdfmake/build/vfs_fonts.js HTTP/1.1" 404 814
0:0:0:0:0:0:0:1 - - [11/Sep/2024:10:56:33 +0530] "GET /eDhanvantari/RetrieveLabTestByVisitID?visitID=0 HTTP/1.1" 200 2
0:0:0:0:0:0:0:1 - - [11/Sep/2024:10:56:54 +0530] "GET /eDhanvantari/ViewPatient HTTP/1.1" 200 42838
0:0:0:0:0:0:0:1 - - [11/Sep/2024:10:56:54 +0530] "GET /eDhanvantari/images/Clinic_Logo_32.jpeg HTTP/1.1" 200 60119
0:0:0:0:0:0:0:1 - - [11/Sep/2024:10:56:54 +0530] "GET /eDhanvantari/vendors/jszip/dist/jszip.min.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [11/Sep/2024:10:56:54 +0530] "GET /eDhanvantari/vendors/pdfmake/build/pdfmake.min.js HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [11/Sep/2024:10:56:54 +0530] "GET /eDhanvantari/vendors/pdfmake/build/vfs_fonts.js HTTP/1.1" 404 814
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:07:34 +0530] "GET /eDhanvantari/images/Clinic_Logo_32.jpeg HTTP/1.1" 200 60119
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:07:36 +0530] "POST /eDhanvantari/SearchViewPatient HTTP/1.1" 200 550250
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:07:36 +0530] "GET /eDhanvantari/vendors/jszip/dist/jszip.min.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:07:36 +0530] "GET /eDhanvantari/vendors/pdfmake/build/pdfmake.min.js HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:07:36 +0530] "GET /eDhanvantari/vendors/pdfmake/build/vfs_fonts.js HTTP/1.1" 404 814
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:07:38 +0530] "GET /eDhanvantari/VerifyIPDVisitType?patientID=7980 HTTP/1.1" 200 36
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:07:38 +0530] "GET /eDhanvantari/RetrieveNonIPDVisitType HTTP/1.1" 200 60
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:07:41 +0530] "POST /eDhanvantari/ChangeVisitTypeID HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:07:42 +0530] "GET /eDhanvantari/images/Clinic_Logo_32.jpeg HTTP/1.1" 200 60119
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:07:42 +0530] "GET /eDhanvantari/RenderAddNewVisit.action?patientID=7980&aptID=0 HTTP/1.1" 200 166720
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:07:42 +0530] "GET /eDhanvantari/vendors/pdfmake/build/vfs_fonts.js HTTP/1.1" 404 814
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:07:42 +0530] "GET /eDhanvantari/vendors/jszip/dist/jszip.min.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:07:42 +0530] "GET /eDhanvantari/vendors/pdfmake/build/pdfmake.min.js HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:07:42 +0530] "GET /eDhanvantari/RetrieveLabTestByVisitID?visitID=0 HTTP/1.1" 200 2
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:10:01 +0530] "GET /eDhanvantari/ViewPatient HTTP/1.1" 200 42838
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:10:01 +0530] "GET /eDhanvantari/vendors/jszip/dist/jszip.min.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:10:01 +0530] "GET /eDhanvantari/vendors/pdfmake/build/vfs_fonts.js HTTP/1.1" 404 814
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:10:01 +0530] "GET /eDhanvantari/vendors/pdfmake/build/pdfmake.min.js HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:10:01 +0530] "GET /eDhanvantari/images/Clinic_Logo_32.jpeg HTTP/1.1" 200 60119
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:12:37 +0530] "GET /eDhanvantari/images/Clinic_Logo_32.jpeg HTTP/1.1" 200 60119
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:12:39 +0530] "POST /eDhanvantari/SearchViewPatient HTTP/1.1" 200 550250
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:12:39 +0530] "GET /eDhanvantari/vendors/pdfmake/build/pdfmake.min.js HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:12:39 +0530] "GET /eDhanvantari/vendors/jszip/dist/jszip.min.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:12:39 +0530] "GET /eDhanvantari/vendors/pdfmake/build/vfs_fonts.js HTTP/1.1" 404 814
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:12:40 +0530] "GET /eDhanvantari/VerifyIPDVisitType?patientID=7980 HTTP/1.1" 200 36
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:12:40 +0530] "GET /eDhanvantari/RetrieveNonIPDVisitType HTTP/1.1" 200 60
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:12:44 +0530] "POST /eDhanvantari/ChangeVisitTypeID HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:12:45 +0530] "GET /eDhanvantari/images/Clinic_Logo_32.jpeg HTTP/1.1" 200 60119
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:12:45 +0530] "GET /eDhanvantari/RenderAddNewVisit.action?patientID=7980&aptID=0 HTTP/1.1" 200 166720
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:12:45 +0530] "GET /eDhanvantari/vendors/jszip/dist/jszip.min.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:12:45 +0530] "GET /eDhanvantari/vendors/pdfmake/build/vfs_fonts.js HTTP/1.1" 404 814
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:12:45 +0530] "GET /eDhanvantari/vendors/pdfmake/build/pdfmake.min.js HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:12:45 +0530] "GET /eDhanvantari/RetrieveLabTestByVisitID?visitID=0 HTTP/1.1" 200 2
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:22:05 +0530] "GET /eDhanvantari/Welcome HTTP/1.1" 200 215754
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:22:05 +0530] "GET /eDhanvantari/images/Clinic_Logo_32.jpeg HTTP/1.1" 200 60119
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:22:05 +0530] "GET /eDhanvantari/build/css/images/ui-bg_flat_75_ffffff_40x100.png HTTP/1.1" 404 828
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:22:05 +0530] "GET /eDhanvantari/GetClinicStartEndTime HTTP/1.1" 200 42
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:22:05 +0530] "GET /eDhanvantari/GetClinicBreak1Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:22:05 +0530] "GET /eDhanvantari/GetClinicBreak2Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:22:05 +0530] "GET /eDhanvantari/GetDaysOtherThanClinicWorkingDays HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:22:13 +0530] "POST /eDhanvantari/ChangeClinic HTTP/1.1" 200 239271
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:22:13 +0530] "GET /eDhanvantari/images/Clinic_Logo_30.jpeg HTTP/1.1" 200 60119
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:22:13 +0530] "GET /eDhanvantari/GetClinicStartEndTime HTTP/1.1" 200 42
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:22:13 +0530] "GET /eDhanvantari/GetClinicBreak1Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:22:13 +0530] "GET /eDhanvantari/GetClinicBreak2Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:22:13 +0530] "GET /eDhanvantari/GetDaysOtherThanClinicWorkingDays HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:22:15 +0530] "GET /eDhanvantari/ViewPatient HTTP/1.1" 200 42901
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:22:15 +0530] "GET /eDhanvantari/images/Clinic_Logo_30.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:22:15 +0530] "GET /eDhanvantari/vendors/jszip/dist/jszip.min.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:22:15 +0530] "GET /eDhanvantari/vendors/pdfmake/build/pdfmake.min.js HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:22:15 +0530] "GET /eDhanvantari/vendors/pdfmake/build/vfs_fonts.js HTTP/1.1" 404 814
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:22:19 +0530] "GET /eDhanvantari/images/Clinic_Logo_30.jpeg HTTP/1.1" 200 60119
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:22:21 +0530] "POST /eDhanvantari/SearchViewPatient HTTP/1.1" 200 550313
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:22:21 +0530] "GET /eDhanvantari/vendors/jszip/dist/jszip.min.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:22:21 +0530] "GET /eDhanvantari/vendors/pdfmake/build/pdfmake.min.js HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:22:21 +0530] "GET /eDhanvantari/vendors/pdfmake/build/vfs_fonts.js HTTP/1.1" 404 814
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:22:23 +0530] "GET /eDhanvantari/VerifyIPDVisitType?patientID=7980 HTTP/1.1" 200 36
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:22:23 +0530] "GET /eDhanvantari/RetrieveNonIPDVisitType HTTP/1.1" 200 105
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:22:26 +0530] "POST /eDhanvantari/ChangeVisitTypeID HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:22:30 +0530] "GET /eDhanvantari/images/Clinic_Logo_30.jpeg HTTP/1.1" 200 60119
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:22:30 +0530] "GET /eDhanvantari/RenderAddNewVisit.action?patientID=7980&aptID=0 HTTP/1.1" 200 311309
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:22:44 +0530] "GET /eDhanvantari/VerifyUnlockPIN?lockPIN=purity HTTP/1.1" 200 36
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:22:45 +0530] "GET /eDhanvantari/Logout HTTP/1.1" 200 7578
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:22:53 +0530] "POST /eDhanvantari/Login HTTP/1.1" 200 220243
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:22:53 +0530] "GET /eDhanvantari/images/Clinic_Logo_41.png HTTP/1.1" 200 181332
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:22:53 +0530] "GET /eDhanvantari/images/Nitinkolte.jpg HTTP/1.1" 200 43589
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:22:53 +0530] "GET /eDhanvantari/GetClinicStartEndTime HTTP/1.1" 200 42
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:22:53 +0530] "GET /eDhanvantari/GetClinicBreak1Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:22:53 +0530] "GET /eDhanvantari/GetClinicBreak2Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:22:53 +0530] "GET /eDhanvantari/GetDaysOtherThanClinicWorkingDays HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:22:58 +0530] "GET /eDhanvantari/ViewPatient HTTP/1.1" 200 43205
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:22:58 +0530] "GET /eDhanvantari/images/Clinic_Logo_41.png HTTP/1.1" 200 181332
