127.0.0.1 - - [13/Sep/2024:09:58:36 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [13/Sep/2024:10:01:21 +0530] "GET /eDhanvantari/images/Clinic_Logo_31.jpeg HTTP/1.1" 200 60119
0:0:0:0:0:0:0:1 - - [13/Sep/2024:10:01:21 +0530] "GET /eDhanvantari/GetClinicStartEndTime HTTP/1.1" 200 42
0:0:0:0:0:0:0:1 - - [13/Sep/2024:10:01:21 +0530] "GET /eDhanvantari/GetClinicBreak1Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [13/Sep/2024:10:01:21 +0530] "GET /eDhanvantari/GetClinicBreak2Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [13/Sep/2024:10:01:21 +0530] "GET /eDhanvantari/GetDaysOtherThanClinicWorkingDays HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [13/Sep/2024:10:01:27 +0530] "GET /eDhanvantari/UpdateCalendarFilter?careType=CTScan&cliniciaID=0 HTTP/1.1" 200 220319
0:0:0:0:0:0:0:1 - - [13/Sep/2024:10:01:27 +0530] "GET /eDhanvantari/images/Clinic_Logo_31.jpeg HTTP/1.1" 200 60119
0:0:0:0:0:0:0:1 - - [13/Sep/2024:10:01:27 +0530] "GET /eDhanvantari/GetClinicStartEndTime HTTP/1.1" 200 42
0:0:0:0:0:0:0:1 - - [13/Sep/2024:10:01:27 +0530] "GET /eDhanvantari/GetClinicBreak1Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [13/Sep/2024:10:01:27 +0530] "GET /eDhanvantari/GetClinicBreak2Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [13/Sep/2024:10:01:27 +0530] "GET /eDhanvantari/GetDaysOtherThanClinicWorkingDays HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [13/Sep/2024:10:01:29 +0530] "GET /eDhanvantari/Welcome?monthCount=1 HTTP/1.1" 200 220299
0:0:0:0:0:0:0:1 - - [13/Sep/2024:10:01:29 +0530] "GET /eDhanvantari/images/Clinic_Logo_31.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Sep/2024:10:01:29 +0530] "GET /eDhanvantari/GetClinicStartEndTime HTTP/1.1" 200 42
0:0:0:0:0:0:0:1 - - [13/Sep/2024:10:01:29 +0530] "GET /eDhanvantari/GetClinicBreak1Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [13/Sep/2024:10:01:29 +0530] "GET /eDhanvantari/GetClinicBreak2Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [13/Sep/2024:10:01:29 +0530] "GET /eDhanvantari/GetDaysOtherThanClinicWorkingDays HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [13/Sep/2024:10:01:31 +0530] "GET /eDhanvantari/Welcome?monthCount=2 HTTP/1.1" 200 220299
0:0:0:0:0:0:0:1 - - [13/Sep/2024:10:01:31 +0530] "GET /eDhanvantari/images/Clinic_Logo_31.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Sep/2024:10:01:31 +0530] "GET /eDhanvantari/GetClinicStartEndTime HTTP/1.1" 200 42
0:0:0:0:0:0:0:1 - - [13/Sep/2024:10:01:31 +0530] "GET /eDhanvantari/GetClinicBreak1Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [13/Sep/2024:10:01:31 +0530] "GET /eDhanvantari/GetClinicBreak2Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [13/Sep/2024:10:01:31 +0530] "GET /eDhanvantari/GetDaysOtherThanClinicWorkingDays HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [13/Sep/2024:10:01:32 +0530] "GET /eDhanvantari/Welcome?monthCount=1 HTTP/1.1" 200 220299
0:0:0:0:0:0:0:1 - - [13/Sep/2024:10:01:32 +0530] "GET /eDhanvantari/images/Clinic_Logo_31.jpeg HTTP/1.1" 200 60119
0:0:0:0:0:0:0:1 - - [13/Sep/2024:10:01:32 +0530] "GET /eDhanvantari/GetClinicStartEndTime HTTP/1.1" 200 42
0:0:0:0:0:0:0:1 - - [13/Sep/2024:10:01:32 +0530] "GET /eDhanvantari/GetClinicBreak1Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [13/Sep/2024:10:01:33 +0530] "GET /eDhanvantari/GetClinicBreak2Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [13/Sep/2024:10:01:33 +0530] "GET /eDhanvantari/GetDaysOtherThanClinicWorkingDays HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [13/Sep/2024:10:01:33 +0530] "GET /eDhanvantari/Welcome?monthCount=0 HTTP/1.1" 200 220299
0:0:0:0:0:0:0:1 - - [13/Sep/2024:10:01:33 +0530] "GET /eDhanvantari/images/Clinic_Logo_31.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Sep/2024:10:01:34 +0530] "GET /eDhanvantari/GetClinicStartEndTime HTTP/1.1" 200 42
0:0:0:0:0:0:0:1 - - [13/Sep/2024:10:01:34 +0530] "GET /eDhanvantari/GetClinicBreak1Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [13/Sep/2024:10:01:34 +0530] "GET /eDhanvantari/GetClinicBreak2Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [13/Sep/2024:10:01:34 +0530] "GET /eDhanvantari/GetDaysOtherThanClinicWorkingDays HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [13/Sep/2024:10:01:35 +0530] "GET /eDhanvantari/images/Clinic_Logo_31.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Sep/2024:10:01:35 +0530] "GET /eDhanvantari/Welcome?monthCount=-1 HTTP/1.1" 200 264549
0:0:0:0:0:0:0:1 - - [13/Sep/2024:10:01:35 +0530] "GET /eDhanvantari/GetClinicStartEndTime HTTP/1.1" 200 42
0:0:0:0:0:0:0:1 - - [13/Sep/2024:10:01:35 +0530] "GET /eDhanvantari/GetClinicBreak1Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [13/Sep/2024:10:01:35 +0530] "GET /eDhanvantari/GetClinicBreak2Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [13/Sep/2024:10:01:35 +0530] "GET /eDhanvantari/GetDaysOtherThanClinicWorkingDays HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [13/Sep/2024:10:01:38 +0530] "GET /eDhanvantari/VerifyVisitExistsForAppointment?patientID=8277&aptID=2344 HTTP/1.1" 200 37
0:0:0:0:0:0:0:1 - - [13/Sep/2024:10:01:38 +0530] "GET /eDhanvantari/ChangeVisitTypeID?visitTypeID=90&patientID=8277&aptID=2344 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [13/Sep/2024:10:01:40 +0530] "GET /eDhanvantari/RenderAddNewVisit.action?patientID=8277&aptID=2344 HTTP/1.1" 200 62656
0:0:0:0:0:0:0:1 - - [13/Sep/2024:10:01:40 +0530] "GET /eDhanvantari/vendors/pdfmake/build/vfs_fonts.js HTTP/1.1" 404 814
0:0:0:0:0:0:0:1 - - [13/Sep/2024:10:01:40 +0530] "GET /eDhanvantari/vendors/pdfmake/build/pdfmake.min.js HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [13/Sep/2024:10:01:40 +0530] "GET /eDhanvantari/vendors/jszip/dist/jszip.min.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [13/Sep/2024:10:01:40 +0530] "GET /eDhanvantari/images/Clinic_Logo_31.jpeg HTTP/1.1" 200 60119
0:0:0:0:0:0:0:1 - - [13/Sep/2024:10:01:40 +0530] "GET /eDhanvantari/RetrieveLabTestByVisitID?visitID=undefined HTTP/1.1" 404 787
0:0:0:0:0:0:0:1 - - [13/Sep/2024:10:01:44 +0530] "GET /eDhanvantari/VerifyVisitExistsForAppointment?patientID=8277&aptID=2363 HTTP/1.1" 200 37
0:0:0:0:0:0:0:1 - - [13/Sep/2024:10:01:44 +0530] "GET /eDhanvantari/ChangeVisitTypeID?visitTypeID=90&patientID=8277&aptID=2363 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [13/Sep/2024:10:01:45 +0530] "GET /eDhanvantari/RenderAddNewVisit.action?patientID=8277&aptID=2363 HTTP/1.1" 200 62656
0:0:0:0:0:0:0:1 - - [13/Sep/2024:10:01:45 +0530] "GET /eDhanvantari/images/Clinic_Logo_31.jpeg HTTP/1.1" 200 60119
0:0:0:0:0:0:0:1 - - [13/Sep/2024:10:01:45 +0530] "GET /eDhanvantari/vendors/jszip/dist/jszip.min.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [13/Sep/2024:10:01:45 +0530] "GET /eDhanvantari/vendors/pdfmake/build/vfs_fonts.js HTTP/1.1" 404 814
0:0:0:0:0:0:0:1 - - [13/Sep/2024:10:01:45 +0530] "GET /eDhanvantari/vendors/pdfmake/build/pdfmake.min.js HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [13/Sep/2024:10:01:45 +0530] "GET /eDhanvantari/RetrieveLabTestByVisitID?visitID=undefined HTTP/1.1" 404 787
0:0:0:0:0:0:0:1 - - [13/Sep/2024:10:01:48 +0530] "GET /eDhanvantari/GetVisitDetails?patientID=8277&aptID=2361&visitTypeID=90&practiceID=20&clinicID=31 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [13/Sep/2024:10:01:51 +0530] "GET /eDhanvantari/GetVisitDetails?patientID=8285&aptID=2374&visitTypeID=90&practiceID=20&clinicID=31 HTTP/1.1" 200 1825
0:0:0:0:0:0:0:1 - - [13/Sep/2024:10:02:03 +0530] "GET /eDhanvantari/VerifyVisitExistsForAppointment?patientID=8277&aptID=2344 HTTP/1.1" 200 37
0:0:0:0:0:0:0:1 - - [13/Sep/2024:10:02:03 +0530] "GET /eDhanvantari/ChangeVisitTypeID?visitTypeID=90&patientID=8277&aptID=2344 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [13/Sep/2024:10:02:04 +0530] "GET /eDhanvantari/RenderAddNewVisit.action?patientID=8277&aptID=2344 HTTP/1.1" 200 62656
0:0:0:0:0:0:0:1 - - [13/Sep/2024:10:02:04 +0530] "GET /eDhanvantari/images/Clinic_Logo_31.jpeg HTTP/1.1" 200 60119
0:0:0:0:0:0:0:1 - - [13/Sep/2024:10:02:04 +0530] "GET /eDhanvantari/vendors/jszip/dist/jszip.min.js HTTP/1.1" 404 811
